name,author_title,review_text,review_rating
UPS,Seham Al-Arfaj,This company by far is the worst in the market with no respect to the customers whatsoever. I had a shipment that was delivered from Europe and arrived to Riyadh in 2 days only for it to be on hold forever then suddenly abandoned by them without contacting me. And don’t you ever think of calling their toll-free number because no one will answer you. STAY AWAY FROM THIS COMPANY!!!!,1
UPS Warehouse,Shakul Hameed Maricar,Over all Worst service,1
UPS,Shuaa Almayouf (MvEdits),"Worst of all time

Guy answered my call was very rude. They effortlessly not even try to call you to get any needed information, they will just hold your Parcel and wait for you to ask for it!!!!!
Then you have to wait another day to be delivered.

سيءءءءء جدااا ماعمري شفت خدمة عملاء وقحين زي كذا",1
UPS,Shuaa Almayouf (MvEdits),"Worst of all time

Guy answered my call was very rude. They effortlessly not even try to call you to get any needed information, they will just hold your Parcel and wait for you to ask for it!!!!!
Then you have to wait another day to be delivered.

سيءءءءء جدااا ماعمري شفت خدمة عملاء وقحين زي كذا",1
UPS,SK,Worst  service. An incoming package from US is updated as address is not able to locate. While daily I am getting currier from DHL and FedEx from that address. A bunch of lazy delivery staff not even bother to find out the location!,1
UPS,SK,Worst  service. An incoming package from US is updated as address is not able to locate. While daily I am getting currier from DHL and FedEx from that address. A bunch of lazy delivery staff not even bother to find out the location!,1
UPS,Soliman Alnahdi,Very bad company with stuipid stuff,1
UPS,star Kona,"(Translated by Google) Always closed

(Original)
دائما مغلق",1
FedEx Service Center - Dubai Internet City,Stephanie Bibi,"Hello, you have been holding a package of mine since Wednesday and it still hasn’t cleared, it is two items of clothing. I was told the system outage was resolved, please clear my shipment.",1
UPS,su us,"(Translated by Google) The worst company you can receive a shipment from

(Original)
اسوأ شركة ممكن تستلم منها شحنه",1
BARQ,Sultan Alenazi,"(Translated by Google) I swear to God, then by God, if there was less than one star, I would not give them the best delivery company. I requested from two o’clock in the afternoon and half past six in the evening, and I am still waiting for my order? If he requested from Al-Qassim, the order would have arrived, but it has not arrived until now. The problem is that my order was close to my local Abu quarter of an hour, and he did not take my order and went to deliver orders to the center of Riyadh, while I was there and he was withdrawn from the worst company I have ever dealt with.

(Original)
والله ثم والله لو فيه اقل من النجمه لا اعطيهم افششل شركة توصيل طالب من ثنتين الظهر والساعه ست ونص المغرب والى الان انتظر طلبي ؟ لو طالب من القصيم كان وصل الطلب وذا م وصل لحد الحين المشكله طلبي كان قريب من محلي ابو ربع ساعه وماخذ طلبي ورايح يوصل طلبات لوسط الرياض وانا عنده وسحب علي افشل شركة تعاملت معهمممم",1
BARQ,Sultan Alenazi,"(Translated by Google) I swear to God, then by God, if there was less than one star, I would not give them the best delivery company. I requested from two o’clock in the afternoon and half past six in the evening, and I am still waiting for my order? If he requested from Al-Qassim, the order would have arrived, but it has not arrived until now. The problem is that my order was close to my local Abu quarter of an hour, and he did not take my order and went to deliver orders to the center of Riyadh, while I was there and he was withdrawn from the worst company I have ever dealt with.

(Original)
والله ثم والله لو فيه اقل من النجمه لا اعطيهم افششل شركة توصيل طالب من ثنتين الظهر والساعه ست ونص المغرب والى الان انتظر طلبي ؟ لو طالب من القصيم كان وصل الطلب وذا م وصل لحد الحين المشكله طلبي كان قريب من محلي ابو ربع ساعه وماخذ طلبي ورايح يوصل طلبات لوسط الرياض وانا عنده وسحب علي افشل شركة تعاملت معهمممم",1
UPS Warehouse,SULTAN ALOMRAN,The worst customer service. They don't answer the phone and calling during prayer time only. I have to go to the branch to ask him to call the store so they can send my package. but they didn't,1
UPS Warehouse,SULTAN ALOMRAN,The worst customer service. They don't answer the phone and calling during prayer time only. I have to go to the branch to ask him to call the store so they can send my package. but they didn't,1
UPS,sultan alsayir,Rude delivery guy !!,1
UPS Warehouse,Sultan Alsmadi,"They never answer the phone, and the delivery almost lost my shipment because he put my parcel in my neighbour's garage instead of mine",1
FedEx Service Center - Dubai Internet City,SVS DIAM DMCC,,1
BARQ,T O,The slowest and the worst delivery,1
BARQ,T O,The slowest and the worst delivery,1
UPS,T. A.,One of the worst customer service in the history of humanity.,1
UPS Warehouse,T. A.,The worst company on this planet.,1
UPS,Taha Shahzad,"Bad Service, I got a package from amazon with business address and they were delivering it to my office at 8PM when the offices are closed. my shipment was on hold for two days just because they cant deliver it in my office hours.",1
UPS,Taha Shahzad,"Bad Service, I got a package from amazon with business address and they were delivering it to my office at 8PM when the offices are closed. my shipment was on hold for two days just because they cant deliver it in my office hours.",1
UPS,TAHER ALMUTAIRI,"(Translated by Google) A very, very, very bad company. It is a failure. I hope it closes down and we are fired from them and their employees. May God grant them success.

(Original)
شركه سيئه جداااا جدااا جدااا جدااا جداااا جدااااااااااااااااااااااااااااااااا فاشله اتمنى تتقفل ويفكونا منهم ومن موظفيهم الله لا يوفقهم",1
Zajil Express,Tariq Alshaikhmubarak,"(Translated by Google) The store is closed on Saturdays and does not adhere to working hours as stated on the website, which is that the working time is from 4 pm to 9 pm.

Very unacceptable, people were waiting from before the Maghrib prayer until after the Isha prayer.

(Original)
المحل مغلق يوم السبت و لم يتقيد بأوقات العمل مثل ما ذكر في الموقع وهو إن وقت الدوام من ٤ العصر إلى ٩ مساء.

غير مقبول جدا، الناس كانت تنتظر من قبل صلاة المغرب إلى بعد صلاة العشاء.",1
UPS,Tarık Okur,"Don't bother ordering anything online and have it shipped by UPS. They will simply not deliver, not call you, and later claim they could not find your address even when you give them a full address. All other delivery companies found me without any issues. UPS consistently fails to do so.",1
UPS,Tarık Okur,"Don't bother ordering anything online and have it shipped by UPS. They will simply not deliver, not call you, and later claim they could not find your address even when you give them a full address. All other delivery companies found me without any issues. UPS consistently fails to do so.",1
FedEx Service Center - Dubai Internet City,Tati Kim,"The worst courier company I have ever deal in my life. 4 days they were keeping my parcel, at last I got sms that delivery failed, when I contacted the FedEx they told that customs ask them to hold the parcel. Never ever get any communication calls, they call center robot is so terribly not convenient",1
UPS,Terad,"The item I received was badly damaged. UPS ""can't"" do anything about that.",1
UPS,Terad,"The item I received was badly damaged. UPS ""can't"" do anything about that.",1
UPS,Thamer Alquthami,If there is a zero or negative I would give consider it.,1
UPS,The Architect Intech,"Worst shipping company in Saudi.
Always know if something get chipped through them I'm gonna have a hard time Then ever answer the help phone the website Absolutely  Is useless.

I will always pay extra to get things shipped through DHL.",1
UPS,The Architect Intech,"Worst shipping company in Saudi.
Always know if something get chipped through them I'm gonna have a hard time Then ever answer the help phone the website Absolutely  Is useless.

I will always pay extra to get things shipped through DHL.",1
UPS Warehouse,The Dreamgrover,Worst service for a parcel service.  Bad resposnse. Keep customer waiting without any responses,1
UPS Warehouse,THE TRADER,The have the most bad call centers attitudes and they dont ship ur shipment to your home fast i did called them before so they can delivermy shipment on 4 pm on this day and they didnt ship it till now,1
UPS Warehouse,THE TRADER,The have the most bad call centers attitudes and they dont ship ur shipment to your home fast i did called them before so they can delivermy shipment on 4 pm on this day and they didnt ship it till now,1
DHL Mall of the Emirates Service Point,thehairspa uae,"The staff working there without mentioning his name is rude, unprofessional, and doesn't give enough information, plus the his attitude makes you feel that ur begging for a service, while your actually paying 130 dhs for one piece of paper delivery, the instructions given to me that they deliver the paper to the venue without giving it to the person they just give it anyways to anyone, I complaint after a long argument, and his manager responded to my complain by defending him so don't waste ur time and money and choose a better courier service",1
FedEx Service Center - Dubai Internet City,tichakunda mfarinya,,1
SPL,Trisha Acorin,"Very bad service, i paid for my parcel to be delivered in my home, i gave the driver schedule so he can come when i am free, he called me when i was on my work and told him to come back but he never did. Now my parcel is back at their office. I went there the other day but they are closed, their working hours are not reliable. Im very disappointed and i still don't have my parcel. 🙄🙄🙄",1
BARQ,Turki,"(Translated by Google) May God not grant them success in their request for a month or a while

(Original)
الله لا يوفقهم طلبيه شهر وشوي",1
BARQ,Turki,"(Translated by Google) May God not grant them success in their request for a month or a while

(Original)
الله لا يوفقهم طلبيه شهر وشوي",1
UPS Warehouse,Uzair Khan,"Worst service EVER ... first they would never call ... and then say your address is wrong the same address on which Saudi Post and DHL always deliver ....

No one pick up phone if you call ... and if by some miracle they do they'll just don't know what they're doing .....

Worst SERVICE EVER !!!",1
FedEx Service Center - Dubai Internet City,V L,"Staff is incompetent. Their english level is very low. They refused to ship a used TV as the country of destination was forbidding “personal effects”. They did not understand the US legal definition of personal effects (jewelry etc). I complained and the Fedex office at the destination approved the shipment. Staff doesn’t even know how to understand custom regulations....

Get some competent staff, train people to take responsibility and to be customer oriented. Fedex is a great U.S company. Unfortunately, this fedex branch has no idea of the company philosophy. Keep it simple guys!",1
UPS Warehouse,Wael Alsulaiman,Lack of employees! everybody is absent lol,1
UPS Warehouse,WALEED,"Not very good service, my product were shipped and stored in there warehouse for several days and nobody told me about it. Weak costumer service, I don’t recommend as shipping method here in Saudi Arabia.",1
UPS Warehouse,WALEED,"Not very good service, my product were shipped and stored in there warehouse for several days and nobody told me about it. Weak costumer service, I don’t recommend as shipping method here in Saudi Arabia.",1
UPS Warehouse,Waleed Al-Ghamdi,Slow service & bad customer service,1
Zajil Express,Waleed Alblaies6,"Don't recommend it.
They promised to deliver my item in five days.
However , it toke them 11 days.",1
Zajil Express,Waleed Alblaies6,"Don't recommend it.
They promised to deliver my item in five days.
However , it toke them 11 days.",1
UPS Warehouse,Waleed AlGhamdi,The worst ever shipping company,1
UPS,Wandering Fotografer,"Worst shipping company in Saudi Arabia.
Avoid at any cost if you don’t want to waste your time.Expedited delivery took months.
0 star",1
UPS,Wandering Fotografer,"Worst shipping company in Saudi Arabia.
Avoid at any cost if you don’t want to waste your time.Expedited delivery took months.
0 star",1
UPS,White River,"(Translated by Google) A brother's advice: If you buy more than 1,000 riyals from abroad, do not deliver via UPS... because they clear your goods at customs and tell you (let it go) and neglect you when you go and get it yourself. The best thing is for DHL to clear your goods for you and bring you customs clearance papers... A slow and unsuccessful company in international shipping that requires customs.

(Original)
نصيحة أخ اذا تشتري من برا اكثر من ١٠٠٠ ريال لا توصل عن طريق ups... لانهم يخلون بضاعتك بالجمرك و يقولون عليك (خليه يولي) و يهملونك الين تروح بنفسك تخلصها..الافضل هم dhl يخلصولك بضاعتك و يجيبولك ورق التخليص الجمركي...شركة بطيئه و فاشلة في الشحن الدولي الذي يتطلب جمارك .",1
UPS Warehouse,William Rich,"This is not what I expect for UPS. The couriers continuously calls asking for a new delivery day. I can see one time but multiple times is ridiculous. Then, you call customer service no one picks up the phone during business hours and if does pick up its the bot answering service that keeps you on hold for a hour and then hangs up. UPS is not run this way in most cases from my experience. I have had multiple packages read wrong address will send back to sender and have had them deliver multiple times to the same exact  address. This seems like they either dont want to deliver at the time frame that I have paid money  for. I understand there are time where there are peak delivery times, but this have been the case for my last 3 deliveries. Not good business for UPS. Never had these problems with Fed Ex or Dhl. If I could rate lower than an 1 it would be a zero star. Bad business Riyadh UPS.",1
UPS Warehouse,William Rich,"This is not what I expect for UPS. The couriers continuously calls asking for a new delivery day. I can see one time but multiple times is ridiculous. Then, you call customer service no one picks up the phone during business hours and if does pick up its the bot answering service that keeps you on hold for a hour and then hangs up. UPS is not run this way in most cases from my experience. I have had multiple packages read wrong address will send back to sender and have had them deliver multiple times to the same exact  address. This seems like they either dont want to deliver at the time frame that I have paid money  for. I understand there are time where there are peak delivery times, but this have been the case for my last 3 deliveries. Not good business for UPS. Never had these problems with Fed Ex or Dhl. If I could rate lower than an 1 it would be a zero star. Bad business Riyadh UPS.",1
BARQ,Y S,"(Translated by Google) It took more than 5 days for them to deliver something from Riyadh to another place in Riyadh, and the delivery fees were not cheap, and the technical support shuts you down while talking to them, and if you try to contact them again, you will not be able to.
A failed company in every sense of the word

(Original)
كثيرة عليهم نجمة وحدة الطلب استغرق اكثر من 5 ايام عشان يوصلون شيء من الرياض الى مكان ثاني في الرياض ورسوم التوصيل ما كانت رخيصة والدعم الفني يقفل في وجهك اثناء محادثتهم واذا حاولت ترجع تتواصل معهم ما تقدر
شركة فاشلة بمعنى الكلمة",1
BARQ,Y S,"(Translated by Google) It took more than 5 days for them to deliver something from Riyadh to another place in Riyadh, and the delivery fees were not cheap, and the technical support shuts you down while talking to them, and if you try to contact them again, you will not be able to.
A failed company in every sense of the word

(Original)
كثيرة عليهم نجمة وحدة الطلب استغرق اكثر من 5 ايام عشان يوصلون شيء من الرياض الى مكان ثاني في الرياض ورسوم التوصيل ما كانت رخيصة والدعم الفني يقفل في وجهك اثناء محادثتهم واذا حاولت ترجع تتواصل معهم ما تقدر
شركة فاشلة بمعنى الكلمة",1
UPS Warehouse,Yaser Abdullah,"This company is  The world most worst shipping services . They may laying to you and give false results in tracking. They don't like to deliver the packages mostly they said  incorrect information or address.
I think  because they didn't have a leadership.",1
UPS,Yaser Abdullah,World worst shipping company,1
UPS Warehouse,Yaser Abdullah,"This company is  The world most worst shipping services . They may laying to you and give false results in tracking. They don't like to deliver the packages mostly they said  incorrect information or address.
I think  because they didn't have a leadership.",1
FedEx Service Center - Dubai Internet City,Yasmin Nabulsi,"The guy literally wanted to open and check my packed jewelry and started making issues about the invoice as if he’s a customs officer .. I left him and went to Al Quoz service center, they were much more professional.",1
UPS,Yasser Alshahrani,"Worst customer service, they kept my shipment without answering their phones !! What a joke shipping company.",1
UPS,Yasser Alshahrani,"Worst customer service, they kept my shipment without answering their phones !! What a joke shipping company.",1
UPS,Yasser Mousa,Very bad company,1
UPS,Yasser Mousa,Very bad company,1
UPS,Yazan Alshouli,"No one answer!!!!!
Bad company.",1
UPS,Yousef Algiaan,"The worst ups branch in the whole world. Very bad customers service. They don't drive to your door step, which is you already paid for it. They want the receiver to go to their wearhouse and pick up his package.",1
UPS,Yousef Algiaan,"The worst ups branch in the whole world. Very bad customers service. They don't drive to your door step, which is you already paid for it. They want the receiver to go to their wearhouse and pick up his package.",1
UPS Warehouse,Yousef Alshamlani,"This’s the worst courier I’ve ever seen, unfortunately, they are not updating the shipment tracking and always late for a couple of days with disrespect for the costumers.",1
FedEx Service Center - Dubai Internet City,yusuf ibrahim,Dubai fedex are thefts never trust them and fedex at large  same they scam there with everything clearing customs and shipping rate I will never use fedex again. Look at people,1
UPS,Zafran Zuhair,"I believe its the worst logistics company ever in KSA. I was expecting my shipments to be arrived in Wednesday as that contained some important documents, the delivery guy called me and said would deliver it by afternoon and then rescheduled it for Thursday without my consent, again they never showed up on Thursday and promised me that it would be delivered it by Sunday.

Again, I called their customer service and they told me that the driver is on the way, but again they didn't show up. I called their hotline number several times but its not working anymore.

I have strictly advised all my suppliers as not to ship any of our company items with UPS ever again.",1
UPS Warehouse,Zafran Zuhair,"I believe its the worst logistics company ever in KSA. I was expecting my shipments to be arrived in Wednesday as that contained some important documents, the delivery guy called me and said would deliver it by afternoon and then rescheduled it for Thursday without my consent, again they never showed up on Thursday and promised me that it would be delivered it by Sunday.

Again, I called their customer service and they told me that the driver is on the way, but again they didn't show up. I called their hotline number several times but its not working anymore.

I have strictly advised all my suppliers as not to ship any of our company items with UPS ever again.",1
UPS,Zafran Zuhair,"I believe its the worst logistics company ever in KSA. I was expecting my shipments to be arrived in Wednesday as that contained some important documents, the delivery guy called me and said would deliver it by afternoon and then rescheduled it for Thursday without my consent, again they never showed up on Thursday and promised me that it would be delivered it by Sunday.

Again, I called their customer service and they told me that the driver is on the way, but again they didn't show up. I called their hotline number several times but its not working anymore.

I have strictly advised all my suppliers as not to ship any of our company items with UPS ever again.",1
UPS Warehouse,Zafran Zuhair,"I believe its the worst logistics company ever in KSA. I was expecting my shipments to be arrived in Wednesday as that contained some important documents, the delivery guy called me and said would deliver it by afternoon and then rescheduled it for Thursday without my consent, again they never showed up on Thursday and promised me that it would be delivered it by Sunday.

Again, I called their customer service and they told me that the driver is on the way, but again they didn't show up. I called their hotline number several times but its not working anymore.

I have strictly advised all my suppliers as not to ship any of our company items with UPS ever again.",1
UPS,Zaheer Althani,"Very Bad Service, Our Parcel is in Riyadh now for more then a week.
No Response to Call & No Reply to Email.",1
UPS Warehouse,Zain ul Abidin Khan,I had 2 experiences with them. Second is even worse than the first another one. They never deliver you the parcel. You have to run behind them and follow-up for your own shipment. The customer service is hopeless. Not recommended at all. I hope I never use their service again!!!,1
UPS Warehouse,Zain ul Abidin Khan,I had 2 experiences with them. Second is even worse than the first another one. They never deliver you the parcel. You have to run behind them and follow-up for your own shipment. The customer service is hopeless. Not recommended at all. I hope I never use their service again!!!,1
UPS Warehouse,Zainulabidin Khan,"Worst customer service in the world!!! They simply don’t give you the parcel. They make you beg for it. You have to go by yourself and collect it from their warehouse and that too after so many failed attempts to contact their ‘so called’ customer service department. And the worst part is, they charge you a minimum of 105 SR for customs clearance too! I hope I NEVER visit there again.",1
UPS Warehouse,Zainulabidin Khan,"Worst customer service in the world!!! They simply don’t give you the parcel. They make you beg for it. You have to go by yourself and collect it from their warehouse and that too after so many failed attempts to contact their ‘so called’ customer service department. And the worst part is, they charge you a minimum of 105 SR for customs clearance too! I hope I NEVER visit there again.",1
UPS Warehouse,Zaki Alowini,Bad services !,1
UPS,Zhyra Rheign Valdez,"Very bad !
the worst shipment company I think when it comes to international cargo
I like to give less than 0 for my rate if possible",1
UPS,Zhyra Rheign Valdez,"Very bad !
the worst shipment company I think when it comes to international cargo
I like to give less than 0 for my rate if possible",1
Saudi Post,Ziad H,Bad and slow service. The front desk people are kind but limited to communication....,1
UPS Warehouse,Ziad K.,"They called me on 22 June requesting my parcel that is already in this branch.
On 23 June 9:22 the employee went in to bring my parcel and more than fifteen minutes later no sign of the employee or the parcel... very poor service indeed 👎",1
UPS Warehouse,Ziad K.,"They called me on 22 June requesting my parcel that is already in this branch.
On 23 June 9:22 the employee went in to bring my parcel and more than fifteen minutes later no sign of the employee or the parcel... very poor service indeed 👎",1
FedEx Service Center - Dubai Internet City,ziad Khoury,worst of the worst of the worst!!! like how are they still in business?,1
UPS,ziad saleh,"(Translated by Google) I have been calling the unified number for two days and there is no answer, and since I heard the story of the company’s founder a lot, I saved it, my dear, the balance that flew 💔

(Original)
لي يومين وانا اتصل على الرقم الموحد ولا فيه اي رد ومن كثر ماسمعت قصه مؤسس الشركه حفظتها ياحسافه الرصيد الي طار 💔",1
FedEx Service Center - Dubai Internet City,Анастасия Рагулина,The worst service ever. The shipment is stuck at the customs at the destination country for a month. Despite all the complaints raised there’s no progress at all. They just keep saying that they’ve updated the information and will contact me shortly but no one ever reached out to me.,1
BARQ,أبو شهد,"(Translated by Google) You have no credibility in delivery - your order has not been received and I received an email update that it has arrived. To whom has it arrived??????? God is sufficient for us and enough

(Original)
لا يوجد مصداقية لديكم في التوصيل - طلبية عندكم مااستلمتها وجاني تحديث على الايميل انها وصلت ، وصلت لمين ؟؟؟؟؟؟؟ حسبنا الله وكفى",1
BARQ,أبو شهد,"(Translated by Google) You have no credibility in delivery - your order has not been received and I received an email update that it has arrived. To whom has it arrived??????? God is sufficient for us and enough

(Original)
لا يوجد مصداقية لديكم في التوصيل - طلبية عندكم مااستلمتها وجاني تحديث على الايميل انها وصلت ، وصلت لمين ؟؟؟؟؟؟؟ حسبنا الله وكفى",1
Zajil Express,أبو وسام,"Possitive : Good price.
Bad service : -Bad method for receiving items "" no protection "" .
- Bad waiting room "" no waiting systematic.
- customer need to walk through a store while cloosing for break time to exit .",1
FedEx Service Center - Dubai Internet City,أحمد الرمضان,"(Translated by Google) I do not advise you to be a shop. This is the first time I see such a lying company and team

(Original)
لا انصح حرام تكونو دكان انتو اول مرة اشوف شركة وفريق كذاب متلكون",1
Saudi Post,ا ا,,1
UPS,ابو عبدالله,"(Translated by Google) A company that adopted all its dealings.. but I filed a complaint with the parent company in America and explained the bad situation in their company and that the condition of its employees was not satisfactory at all and asked them to contact and send someone to monitor to confirm..
I ask every complainer to file a complaint with the parent company, and I swear to God, they will fire the hay employees. I have been chasing my shipment for a week, and they do not answer my phone, and they say the shipment is in Riyadh and has not arrived.

(Original)
شركه تبن في تعاملاتها كلها.. لكن قدمت شكوا للشركة الأم باميركا ووضحت السوء بشركتهم وان حال مظفيها غيييير مرضي ابدا وطالبتهم بالاتصال وارسال من يراقب للتأكد..
فأرجو من كل متذمر أن يرفع بشكواه للشركة الأم وقسم بالله ينقفون موظفي التبن اللي لي اسبوع اطارد شحنتي لا يردون هاتف والشحنه يقولون بالرياض ولا وصلت",1
Saudi Post,ابو نايف,"(Translated by Google) missing employee

(Original)
لايوجد موظف",1
UPS,امجد الرويلي,"There is No way to a service to be worse than this, they are mastering “How to make costumer suffer, and stay in delusion”. When my Package arrives, the driver call me and close very fast to save his SIM balance!! Really!! 2022 and still this practice out there!!. The next day I call him and he said, I was try to reach you. And next day he call me on the mid of the weak at 2:00 PM saying come and take it now or I will leave (there is no office in my area). Soon after I decided to leave my work and go to take it from him. Then he call me again and said I already left ! Wait until tomorrow!! It is insane.",1
UPS,امجد الرويلي,"There is No way to a service to be worse than this, they are mastering “How to make costumer suffer, and stay in delusion”. When my Package arrives, the driver call me and close very fast to save his SIM balance!! Really!! 2022 and still this practice out there!!. The next day I call him and he said, I was try to reach you. And next day he call me on the mid of the weak at 2:00 PM saying come and take it now or I will leave (there is no office in my area). Soon after I decided to leave my work and go to take it from him. Then he call me again and said I already left ! Wait until tomorrow!! It is insane.",1
BARQ,حمد العنزي,"(Translated by Google) By filing a complaint against them because there is a person among them who is a thief and a fraud. I don’t know how to use my ATM card to buy Wi-Fi from the same store at a time when the store was closed on Google Map. How can he buy from my card when the store is closed unless the thief is one of them and among them? And God is sufficient for me, and He is the best disposer of affairs.

(Original)
برفع شكوى ضدهم لان فيه شخص بينهم حرامي ونصاب ، مدري كيف استخدم بطاقتي الصراف شراء واي فاي من نفس المحل بتوقيت كان المحل مغلق على قوقل ماب ، كيف يشتري من بطاقتي والمحل مغلق الا اذا كان الحرامي منهم وفيهم وحسبي الله ونعم الوكيل",1
BARQ,حمد العنزي,"(Translated by Google) By filing a complaint against them because there is a person among them who is a thief and a fraud. I don’t know how to use my ATM card to buy Wi-Fi from the same store at a time when the store was closed on Google Map. How can he buy from my card when the store is closed unless the thief is one of them and among them? And God is sufficient for me, and He is the best disposer of affairs.

(Original)
برفع شكوى ضدهم لان فيه شخص بينهم حرامي ونصاب ، مدري كيف استخدم بطاقتي الصراف شراء واي فاي من نفس المحل بتوقيت كان المحل مغلق على قوقل ماب ، كيف يشتري من بطاقتي والمحل مغلق الا اذا كان الحرامي منهم وفيهم وحسبي الله ونعم الوكيل",1
Saudi Post,خالد العنزي,"(Translated by Google) It is closed until someone gets tired and goes to this branch.

(Original)
مغلق لحد يتعب نفسه ويروح لهذا الفرع.",1
BARQ,رحال العالم,"(Translated by Google) Failed company

(Original)
شركة فاشله",1
BARQ,رحال العالم,"(Translated by Google) Failed company

(Original)
شركة فاشله",1
Saudi Post,عبدالعزيز الخالدي,"(Translated by Google) Unfortunately, it is still bad for half an hour in the sun, then you come in and sit for half an hour.

(Original)
للأسف ما زال سيء نص ساعة بالشمس ثم تدخل وتجلس نص ساعة.",1
UPS Warehouse,عبدالله,Worst company I'VE ever dealt with. Idiots,1
Zajil Express,عبدالله بارحمه,"(Translated by Google) It is a very failed company and does not guarantee your belongings and does not have insurance for them if they are lost or damaged. A small star on them. I advise everyone not to ship through them. Download the Shaytag app and ship your belongings through them. It costs more than 27 riyals to all regions of the Kingdom... and with delivery. With permission from and to the client

(Original)
شركه فاشله جدا وما تضمن اغراضك وماعنده تامين عليها اذا ضاعت او صار عليها تلف نجمه قليله عليهم ..انصح الجميع بعدم الشحن عن طريقها ..حملو تطبيق شيب تاق واشحنو اغراضك عن طريقه ..مايكلف اكثر من ٢٧ ريال لجميع مناطق المملكه ..ومع التوصيل باذن من والى العميل",1
UPS,عبدالله حمد,"(Translated by Google) My shipment was with them for more than 15 days, and after I checked with them, they said the address was incomplete and the error was from the company sending the package, and the shipment had a mobile number on it.
Bad management and little experience

(Original)
شحنتي عندهم لها اكثر من ١٥ يوم وبعد ما راجعتهم يقول العنوان ناقص والخطأ من الشركة المرسله لطرد والشحنه عليها رقم جوال
سوء دبره وقل خبره",1
UPS,عبدالله عبدالله,"(Translated by Google) They say the address is not clear, but it is registered and includes my mobile number

(Original)
يقولون العنوان غير واضح وهو موجود مسجله وحاط رقم جوالي",1
Max Express Courier Services llc,Abi Sanchez,"We have been dealing with MAX Courier for years now and the local transactions are fine. I also salute the hardworking guys like Kannan who never disappoints pick up and deliveries locally.

However recently, we have been doing shipments outside the UAE and the only person in charge (Hashir) is very stressful to deal with. He over billed us by weighing only one box and multiplied it by the 12 boxes we had to ship out. Good thing we checked before paying. Reported this and his very late responses to the manager (Fatima) but nothing.

I hope upper management be made aware bec the person handling the international shipping is really something else. Perhaps there should be more people in that area.

But for local transactions, I will give MAX courier a 5.",1
Max Express Courier Services llc,Mahi Angle,"Very bad services they don't hv time to attend call on landline n if they attend they will give u different numbers on that u should coordinate n very dealy to b reply back sych a
very bad experience",1
Max Express Courier Services llc,Arthur Rubio,One delivery guy said he's until 6pm only. And the other one he said he's until 10pm. Now I'm expecting 9am to deliver and he's not coming. I called him. He said he's off today. Please check your delivery man.,1
Max Express Courier Services llc,Andrew Subin,"Very worst experience and the customer care team is very worst, they are working for the not for customers, i was asking any possible to deliver ASAP, but they are saying we will work only after 5 pm then how logistics team will work on deliveries",1
Max Express Courier Services llc,fady caesar,"even they do not deserve one star.
very poor quality of service
work with no system
very poor management and staff",1
Max Express Courier Services llc,Salah Alnatsheh,"Horrible at all.
Very Rude staff 🤯 his name is Rafshan. Very rude.
Nothing good here.
Very bad service",1
Max Express Courier Services llc,Abdullah Shahid,Staff has no manners. No respect for time and unprofessionalism. They are big chest and liars.,1
Max Express Courier Services llc,Jabir Kanyana,bad and service it takes time for delivery inside UAE they took 2 weeks for delivery. if outside country ?? just imagen how long,1
Max Express Courier Services llc,Saeed Hathboor,"Delayed my order delivery of around 55 candles by 1 whole week, then delivered them melted. Max Courier did not want to take responsibility even though it's 100% their fault they all melted and are not of no use. Horrible experience, will never use their services instead I'll even go deliver it myself than trusting them with my orders.",1
Max Express Courier Services llc,Saeed Alhaj,"bad review bad company ....
the driver unpolite
bad service, delay in delivery or deliver on their own terms without prior notification.
i was searching of order",1
Max Express Courier Services llc,Hela Triki,"Worse service
Delivery supposed to be on agreed date and time
But no show off
Poor service and no response over the phone",1
Max Express Courier Services llc,Buthaina Hussain,"The worst service ever, my stuff supposed to be delivered by evening from Dubai to Abu Dhabi. The Delivery man asked me to come to another city near to where I live to collect my stuff. Deliver it at the same day is lie. I needed my stuff for urgent, the deliver man never up the phone. my stuff came late for no used.",1
Max Express Courier Services llc,vishnu c p,"I am writing to express my deep dissatisfaction and concern regarding the recent experience I had with your courier services. Unfortunately, my encounter was marked by a severe lapse in service quality and unprofessional behavior exhibited by your staff.",1
Max Express Courier Services llc,wissam samo,Stay away from this company also drivers are rude and always don not have change and thy deley every shipping,1
Max Express Courier Services llc,Haresh Balwani,Careless staff customer received his parcel 6days before they didn't give us money yet also didn't respond our calls,1
Max Express Courier Services llc,Abrar Haware,"The worst ever courier service....!
Max Express courier services are liers..
In one and half month ago I want to courier form Dubai to Abu Dhabi, for three days they didn't pick my courier from Dubai.. I have make 23 calls, and many not answered calls. Every time they lying that ""you will receive your parcel in evening in Abu Dhabi."" Even they didn't pick parcel from Dubai. I asked Many time give the drivers number they never given the number. The courier service is thrust worthy job If you cannot fulfill and cannot stand on your commitments so I recommend you to stop your service you don't deserve it. The lie statement is ""same day delivery"" , for three days my parcel was on same place.
They don't deserve above one start also. Worst ever service don't take thier service. They are liers..",1
Max Express Courier Services llc,ARSHAD MH,"If you want to get the product on time, it is better to choose any other courier",1
